index,Class,tweet
8617,0,Kill ol luoz n kikuyus n kenya will be one....
8618,0,Kill more Jaluos to reduce Raila's votes.10 dead already . kanyaga jaluos
8619,0,Kill Luos & Risk Actions Of Republican Army- Coast Musumbiji Army- Western & Echingororo Army- Kisii. NBC Is Nothing
8620,0,Kill as much as u can. God is watching and hakuna kifo ya luos ama luhya. The same kikuyus will die
8621,0,Kill all luos n luhyas n led UA some Kikuyu n kipsigis...ur young but with no wisdom
8622,0,Kill all Kikuyus to shun tribalism? When do we start? I cant wait to be killed. ^_^
8623,0,Kill 5 luhya in kawangware then we shall do something don't forget mko pia huku Bungoma
8624,0,Kila mbwa ikae kwao sasa. Enough is Enough. Are Luos not human beings you can't kill us forever and the stupid Koome keeps on glorifying. Hapana
8625,0,KIKUYUs/ KALENJINs want to rule forever! RAILA reveals what UHURU/ RUTO are up to
8626,0,Kikuyus wouldn't vacate power without a fight.... whether you like it or not.. at this rate blood will be shed....
8627,0,Kikuyus would kill me ati if you want to make a kikiyu girl horny just tap her breasts with your wallet
8628,0,Kikuyus will tell you 'Tamaka' and when you get shocked they kata the story. Frauds
8629,0,Kikuyus will rule Kenya for many years. God loves Kikuyus because they are the most patriotic ethnic group in Kenya. God bless Kikuyus
8630,0,Kikuyus will rule kenya for long because they are smarter am sorry the truth hurts.
8631,0,Kikuyus will only be free when they shake off the Kenyatta dynasty. Now they're enslaved & blinded can't see it.
8632,0,Kikuyus will never vote for one not their own ever : Ng'ony dau RT : Luos are more tribal than Kikuyus.... sue me!!!
8633,0,Kikuyus will never understand why we need a country free of corruption they are attacking you because we literally feed them. The idiots have screwed our country for long. Mashamba is helping them do evil
8634,0,Kikuyus will never change always tribal a friend of mine telling me kambas are not good people coz we betrayed kikuyus to Luo!!
8635,0,Kikuyus will never appreciate books. They simply appreciate second generation liquors. No wonder they are usually thin&sickling
8636,0,Kikuyus will kill me....sasa Mbugua Properties washaanza plot sales in canaan ati 50x100 maguta maguta. ...
8637,0,kikuyus will kill me.... Ati ukipata mkikuyu hell si ati ako apo juu ya dhambi...anauza fire extinguisher
8638,0,Kikuyus will betray Kalenjins in 2022. They won't vote for Ruto and neither will they stand by him. Considering how Ruto has mishandled every other tribe he'll remain with Kalenjins alone who numerically won't make him President. Expect season 2 of Kales Vs Kiuks the '07 Vers
8639,0,Kikuyus who own land are eagerly waiting for their Kawmana to be incriminated and they'll jump to his defence
8640,0,Kikuyus who feel they go to supermarkets with their IDs for special discounts
8641,0,Kikuyus we fought for the freedom you are enjoying and if is not going to rule we would rather go back to forest
8642,0,Kikuyus value property more than life Luos value life more than property Kikuyus specialize in destroying lives...
8643,0,Kikuyus trying to discredit Kambas. YOU SHALL NOT PREVAIL. ALL NASARITES PROTECT NASARITES. WE ARE ONE. WE ARE DEMOCRACY ITSELF.
8644,0,Kikuyus today only 10% understand that Luo lives matter but when Ruto gets into power you will all understand that kikuyu lives matter too
8645,0,Kikuyus to defend the president. What about the other 41 tribes? These jubilee MPs are lost too
8646,0,Kikuyus think they are smart....Somebody tell Kuria is the most stupid legislator in Kenyan history.
8647,0,Kikuyus think all other 41 Ethnic groups are stupid!Look at Jubilee Governt appointees!All Kikuyus !Trabalism!
8648,0,Kikuyus stalked my grandparents in this country they stalked my parents they r stalking me bt I have an opportunity 2 stop this so that Kikuyus never stalk my children in future. This is the responsibility I leave on the shoulders of . Let's delink from Kikuyus .
8649,0,Kikuyu's say luos will not pay Rent for thea houses where most are Refugees in Thea Own country.
8650,0,Kikuyus say Luos are not circumcised.LUOS say kikuyus sleep with goats rats donkeys etc.Moses Kuria abuses Luos Babu owino responds.Tit4tat
8651,0,Kikuyus sacrifice a lamb to curse
8652,0,Kikuyus RT : we all know chaps who'll kill you with liqour but won't give you a hundred when you're stranded ..
8653,0,Kikuyus really like short-cuts in their dishonesty. It's time to defeat this ethnicist Kikuyu president once and for all.
8654,0,Kikuyus rally behind Kalejins are in defense of now rally Kambas to reciprocate support to ?
8655,0,Kikuyus r the 1st tribe 2 officially start attacking other tribes so from now let them deal with whatever comes
8656,0,Kikuyus r sayn Roselyn Akombe has no effect bt if a house is built wth 7stones n one is removed it cannot remain the same.
8657,0,Kikuyus r deputy governor and M.p in Lamu most victims are kikuyu which makes Alshabaabs claim a chestthumping.This is Madoadoa eradication.
8658,0,Kikuyus planning to capitalise on CORD protests and loot from businesses as they are fond of
8659,0,Kikuyu's paid to demonstrate for rigging elections
8660,0,Kikuyus owe members blood that their naked emperor is spilling in Bungoma & Nyanza. They will painfully pay in person...one by one
8661,0,Kikuyus only vote for kikuyus ..u think tumewaeka kwa hesabu zetu.. !
8662,0,Kikuyus like elitsm. They better watch out for the new kenya. All of us are equal. Time is up.
8663,0,kikuyus like copying so much.why are they holding demos in the first place? uhuru is president why cant he declare hmself president by force
8664,0,Kikuyus know the belongs to Raila and they have been stealing it from him since 2007. So they must stand low not to arouse wrath of Raila.
8665,0,kikuyus know respect Raila as NJAMBA only that our leaders spread hate.Kiambu gave Raila 70k votes.He helped us remove Moi.
8666,0,Kikuyus killing each other over money while Lhuyas kill each other over food. All of the are murderers but.........
8667,0,kikuyus killed our own where are my Luhyia brothers. Let's rise!!
8668,0,Kikuyus killed a young man having mpesa shop in Muthurwa because he's Luo.
8669,0,Kikuyus kill and claim to be abiding by the contitution just to see their leaders in power... try HE Raila Amollo Odinga and see if you are a man
8670,0,Kikuyus keep your shit comments hamtajikuna if you dnt speak babu is our son and we will protect him no matter what
8671,0,KIKUYUs join MERUs in rejecting UHURUTO s Govt it is corrupt only few people are eating.
8672,0,Kikuyus in their bid to protect their own must never agree with anything that makes sense! BRAINWASHED IDIOTS!
8673,0,Kikuyus in nasa areas are vulnerable
8674,0,Kikuyus in mpeketoni and rift valley were ferried there because jomo grabbed their kiambu land they are massacred but still bark for Uhuru!
8675,0,Kikuyus in Kitui Machakos and Mwingi MUST vacate now and hear to Kiambu if kawangware massacre is not condemned now
8676,0,KIKUYUs in Kenya s diaspora say UHURU uses them as voting machines! After elections he dumps us like...
8677,0,Kikuyus have used Boinet Tuju and to strengthen their empire! We 41 tribes are maziwa lala. Saa hii Mungiki is killing us left right but we are muted like impotent dogs! BURE KABISA.
8678,0,Kikuyus have started digging their own graves! If Uhuru passes on today due to cardiac arrest and Ruto takes over..Pwai Aragane! They will
8679,0,Kikuyus have been the heads always sad that they are hungry hyenas who can't sacrifice for others
8680,0,Kikuyus hav bn in opposition during Moi's rule never hav they said we hav bn in opposition for long.What's wrong with luhyas
8681,0,Kikuyus hate Luos. It is passed from you to your children. No Luo does that.
8682,0,Kikuyus guys are celebrating the death coz this fellow is A LUO????? what a country????????? One day things will never be the same
8683,0,KIKUYUs go mad after this guy revealed why divorce rate in Central is high! KIKUYU LADIES will kill him
8684,0,Kikuyus get more compensation than any Kenyans research please.
8685,0,Kikuyus gave NASA more votes than the Kalenjins. By their fruits ye shall know them.
8686,0,Kikuyus Find a leader the earlier the better
8687,0,Kikuyus filled with uthamaki are the most foolish breed of human s u are like Galatians I don t know who bewitched u
8688,0,Kikuyus fighting tooth and nail to retain power but Kalenjin are waiting for a simple coronation from them in 2022 hehe interesting times!
8689,0,Kikuyus feeling the pain we've been through since independence.. Karma is the realest bitch I know
8690,0,kikuyus exporting stinking evil behavior to their fellow jubileediots.
8691,0,Kikuyus everywhere we are tired of kikuyus appointments Alafu mnatuambia ety
8692,0,Kikuyus esp outside central Kenya will pay the ultimate price should be murdered by jubilee
8693,0,Kikuyu's employed in Public Service are more by 15%; Kalenjins by 2%; Luhyas less by 9%. Kikuyu's occupy most significant & lucrative jobs.
8694,0,kikuyus drink raw blood eat raw meat sniff a toxic concotion while facing Mt kenya. How is it called
8695,0,Kikuyus don't want Masai to embrace ranching it will kill their naivasha donkey meat business
8696,0,Kikuyus don't understand that the Mungiki even attacks passerby's I wish u can just nego chiedhmo
8697,0,Kikuyus don't talk.They are an economic powerhouse.Its impossible to ignore them and they will NEVER apologise for
8698,0,kikuyus dont own brookside its a family bussines not a mount kenya community bussines
8699,0,Kikuyus don't know the value of hard work they usually use short cuts. How did your president work hard? He daunted judges and killed pple
8700,0,Kikuyus dont include us
8701,0,Kikuyus dont hv small god unlike u guys.... kikuyus blieve in Heavenly God..
8702,0,Kikuyus don't have to be told its their nature to be friendly unless completely provoked. You will never find a Kikuyu starting war or violence.
8703,0,Kikuyus don't have even a quarter of loyalty to uhuru as luos have to raila. Raila is a god to them
8704,0,Kikuyus don't have a nation they are a menace once secession work we will.see where they will.go
8705,0,Kikuyus don't hate luos .. they hate Raila with a passion bt luos hav s'd no.No Raila no luos .u can't separet th two.a message to
8706,0,Kikuyus don't give an EFF. Wait and see the emergence of a Kikuyu tribal kingpin in circa 2021
8707,0,Kikuyus dont even love this man are you ready for embarrasement in 2022?coz i really cnt wait to see you cry real tears
8708,0,kikuyus dont care about kenya wen kenya burns it doesnt matter bcoz they r not kenyans but uthamaki
8709,0,Kikuyus don t need any favors. Just a conducive environment to excel.
8710,0,Kikuyus dominate list of individuals bestowed with commendations by president uhuru during see full list-
8711,0,Kikuyus cant be brothers with Luos.....fools thieves murderers. kumamako. takataka hii.
8712,0,Kikuyus Can Watch Porn Backwards Just To See The Prostitute Return The Money Back.... .. Hate speech
8713,0,Kikuyus are very selfish people who can't even accept plain truth. My God that oath you people took has made you slaves for life to kenyatta. Useless
8714,0,Kikuyus are thieves Kalenjins and Merus are violent brutes. Luos are immature. Kambas are highly sexualised. Kenyan ...
8715,0,Kikuyus Are Suffering Under Jubilee and Should Stop Kulamba Lamba Uhuru Kenyatta
8716,0,kikuyus are really talking arrogantly.may God release the genocide so that we teach them a lesson.We have hit the wall
8717,0,Kikuyus are prostitutes all over the world thus y u keep dreaming about fucking shame on ur watery tings
8718,0,Kikuyus are NOT stupid. Stone throwers hooligans food Looters are.
8719,0,Kikuyu's are not more special than luos if its war we are not scared bring it on!!!!!!!!
8720,0,Kikuyus are not mad cz of the but rather cz of burning their hard earned Lorries.....you can stay with ya charcoal for all it matters but when u burn lorries n kill pple....that becomes personal
8721,0,Kikuyus are not loyal to uhuru or any politician but are well against raila
8722,0,KIKUYUS ARE NOT LIKE LUOS WHO HAVE WORSHIPPED ONDINGA FAMILY ALL THROUGH KURIA IS ON HIS OWN. HE IS NOT OUR MOUTHPIECE.
8723,0,Kikuyus are not humans they are Gorillas. They know No Justice at all.
8724,0,Kikuyus are not human I guess. ..that's why they kill other human easily.advise
8725,0,Kikuyus are not going to threaten us any more We swear then wait for them.they will meet a force they hadnt prepared for fools.PUGA!
8726,0,Kikuyus are not champions of change they are selfish self seekers and as long as the top shares their name they will sing his song we now know better don't ever trust any of them
8727,0,Kikuyus are never saved but pray for the money
8728,0,Kikuyus are mikoras - they stole election twice 07 13
8729,0,Kikuyus are like sheep when it comes to Uhuru and Luos are like dogs when it comes to Raila loyal at all cost.
8730,0,Kikuyus are like locusts in Kisii land doing all shit msitujaribu
8731,0,Kikuyus are killing Luos as the rest of Kenyans watch! Who bewitched us? What of when the payback time comes? Where will be Kenyans?
8732,0,Kikuyus are killing Luos and Luhyas. That is the sad truth there. We should not continue hiding. Let's speak the truth.
8733,0,kikuyus are just using him if mt.kenya folks are serious let them support another tribe for the presidency.
8734,0,kikuyus are just crazy why are they against Raila just bcoz he oppose a kikuyu government? Shame on you
8735,0,Kikuyus are just bad they will steal your money but Kisii's are even worse they will still both your heart and money
8736,0,Kikuyus are jus psychopathic the last rally uhuru did in Nakuru was all in Kikuyu. Who complained..
8737,0,Kikuyus are jus playing Ruto. They realized late the chap has become 2 powerful after weakening central succession politics.
8738,0,Kikuyus are inherently thieves it's normal to them. Statistics show that Kikuyus are 87% more likely to be thieves than priest
8739,0,Kikuyus are immoral and we are not afraid to say
8740,0,Kikuyus are hating on Raila for reminding them that their prince is stark naked !
8741,0,Kikuyus are hardworking and opportunists...Kenya is lucky to have them
8742,0,Kikuyus are dangerous
8743,0,Kikuyus are celebrating jacob juma assasination because he was critical of their ethnic god uhuru corrupt' tribal gov't.
8744,0,Kikuyus are beneficiaries of TRIBALISM and will continue to be. So you shouldnt be listening to them telling victims to shun it.
8745,0,Kikuyus are allowed to violate the law.
8746,0,Kikuyus are all over the country..Just dare us.We shall retaliate n you will lose all ua businesses
8747,0,Kikuyus are all over the country. Does he really want to rattle the snake??? Other tribes are watching.
8748,0,Kikuyus are all over media oh tutaruka RUTO 2022 tutapea KABOGO oh mara SONKO haha my friends very few people understand the calclus of William Ruto Ruto atawaosha na fanta coke alafu awarinse na maji moto..don't be surprised he becomes president before 2022 .
8749,0,Kikuyus are all over and I can assure You we must deal wih them wacha Ouruawaokoe sasa
8750,0,Kikuyus are all over you can't boycott their products unless you want to comit suicide!
8751,0,Kikuyus are against the calls because they only thrive in exploitation & sabotage others economically that creates dominance.
8752,0,KIKUYUs are afraid of MONICAH JUMA because she is the most qualified woman in Kenya.
8753,0,Kikuyus are actually treating Luo leaders as devils all they say is Raila ni mbaya but no reasons
8754,0,KIKUYUs and UHURU KENYATTA are the main problems facing Kenya KHALWALE. [19]
8755,0,Kikuyus and their evil must stop treating other tribes in Kenya as if they are refugees in their own country.
8756,0,Kikuyus and Nandis fought for which independence exactly? The British just became tired of living in an African country and left. The two tribes just fought for their land that's why the biggest land grabbers are from the two tribes.
8757,0,Kikuyus and Luos have the same DNA dejavu burning of tyres and demonstrations ohh the rest of the tribes are watching watching closely....
8758,0,Kikuyus and Luos are the most tribal Kenyans in the country. Am neither of the two - Kinoti Mwirigi
8759,0,KIKUYUS AND KALES SATISFY UR WOMEN FIRST. IEBC Demos are for men with balls and big d** nt boys.
8760,0,KIKUYUS AND KALES SATISFY UR WOMEN FIRST! IEBC demos are for men with balls nt boys.
8761,0,KIKUYUS AND KALES PANGANGA MINGI AND U CANT SATISFY UR WOMEN! SATISFY UR WOMEN FIRST!
8762,0,KIKUYUS AND KALES MAKING THE LOUDEST NOISE AND THEY CANT SATISFY THEIR WOMEN.
8763,0,Kikuyus and Kalenjins celebrating and praising police Killings in Kisumu Bondo and Migori thinking they will be in power forever.
8764,0,Kikuyus and kalenjins are suffering because they elected a university dropout president
8765,0,kikuyus and kalenjins not that we other tribes cant kill but just watch us and see how we will slaughter you...puppies
8766,0,KIKUYUS AND KAALES ARE NOT SPAARED EITHER.....WE SUFFER THE SAME FATE....LETS VOTE OUT GABBAGE
8767,0,Kikuyus and Corrupt Jubilee Regime have been Looting from Kenyans for over 5 years. Tribalism 101 SAD!
8768,0,Kikuyus always think they are Supreme we shall dismantle u into pieces
8769,0,Kikuyus a Destroying our Democracy .
8770,0,KIKUYUS A BURDEN TO KENYA AND LIABILITY TO NATIONAL INTEGRATION
8771,0,Kikuyus ; Kenyatta killed luos kibaki killed kalenjins luos Uhuru killing luos all for power they always kill for power your tribe is next
8772,0,KIKUYUs / KALENJINs are the most tribal UHURUTO are living testimony so don t blame KALONZO - WETANGULA: Satur...
8773,0,KIKUYUS ( those with muthamaki mentality ) are all stupid always taking anyething to defend muthamaki. like who cursed you. is using your brain a prblm 2 them. there r kiuks who use brains
8774,0,Kikuyus dumb & silent are being led by like sheep to a slaughterhouse .Their youth are hopeless jobless.They have turned to drinks drugs & gambling
8775,0,Kikuyu use to go hospital thy knw nothing abt the pain.some even sty in hospital during hearing period .shem on yo kikuyus waoga wa kisu
8776,0,Kikuyu are most tribal pple in KE BT we can't blame them. Refer to tweets
8777,0,Kikuyu and Kalenjin don't throw stones and loot property they simply Kill . Blood lust is real for them. When they come out in anger people die. Luos should know that. They need to stop intimidating these murderous tribes before they reach a boiling point. Kariobangi
8778,0,Kikuyu embu kamba and meru ... All these tongues are grains of the same sack.
8779,0,Kambas are the worst
8780,0,Kambas are so gullible! ! Maendeleo CHAFU CHAFU taking full advantage! !!
8781,0,Kambas are like that foolish fly that follows the corpse all the way to grave...witchcraft mentality. .
8782,0,Kambas are just like that foolish fly that follows the corpses all the way to grave...witchcraft mentality. ..
8783,0,Kambas are just lightskin ugly ladies : *kamba
8784,0,Kambas are just a bunch of crazy people .......can just be compared to Ada & Eve wen there (cont)
8785,0,kambas are all the same...u might take a girl to bed and shez nt sure whether she wants anal sex or just normal sex
8786,0,Kambas are a sane.We have no reason to leave the opposition 4 being given what is ours.We will dance 4 the president as PR.
8787,0,Kamba ni porn hub RT :Luo ni lifestyle : Luhyas are a Kitchen :kikuyu aint a tribe its a business
8788,0,Kamba ladies most are stupid light skin their P has 9 lives as oomf said u can't kill their P
8789,0,kamba : btw which is ur tribe? annberbie kambas are stupid even if they wear suits they will still be stupid
8790,0,Kamba Kikuyu Luo Kalenjin Samburu The coast Ameru Luhya Kisii... Naija wa Roysambu etc we cant sit and watch.
8791,0,kamau tell Onyoka sisi si wajinga. Wakisii si wakunadiwa. They are after their stomachs. Tutaonana
8792,0,Kama wewe ni mkikuyu na uko NASA are you aware they hate kikuyus more than satan in NASA?
8793,0,kama sio wajaluo kikuyu wange kunya kwa kichwa ya kabila zingine hapa kwetu kenyattas hawana shamba
8794,0,KALONZO MUSYOKA spoke the truth KIKUYUS are SELFISH TRIBAL and THIEVES - GITOBU IMANYARA.: Saturday April 26...
8795,0,Kalonzo Musyoka should not even threaten us in the first place. How many Kambas are there in Kenya?
8796,0,Kalonzo is making it known that all kamba men are nothing but cowards..
8797,0,Kalonzo is a nice lad who sometimes tries to play naughty but he means no harm. That's why Kikuyus don't take him serious
8798,0,KALONZO ORENGO MUTHAMA and HASSAN hate KIKUYUs with passion LOOK
8799,0,KALONZO ORENGO MUTHAMA and HASSAN hate KIKUYUs with passion - LOOK
8800,0,Kalonzo Kalembe Ndile Sonko Alfred Mutua and 2more followers are Kambas and all have sharp voices. Am not hatin' truth
8801,0,Kali Hate speech======> : Merus & Kisiis dont watch CNN they watch Al JaHASIRA
8802,0,Kales? Kerio valley you burry your children nyef nyef tuko pamoja shit. What are the benefits you got. Weak ministries and all the flesh to kikuyus . Energy collect money for ngina finance pay loans!!! Rifting. Where is arap Mashamba not seen akikunja shirt
8803,0,Kales wacha niwaambie kitu. Luhyas are learned naturally. We got brains. And we will rule you forever
8804,0,Kales runners? RT : am a luo and NO AM NOT OFFENDED Luos are violent just like Kiuks are thieves kambas undecided and so on.
8805,0,Kales killed kikuyus and kisiis kikuyus could not get kales to revenge turned to kill luos in Naivasha just because Raila was flagbearer!!
8806,0,Kales eating kales and Ugali for supper. Kalenjins are Cannibals.
8807,0,Kales are runners : Those are kalenjins RT : Lol : Maasai aint a tribe its a walking race
8808,0,'Kales are good for your health and add nutrients to your body when you eat them.'A cannibal telling others advantages of eating Kalenjins .
8809,0,Kales are faster though RT : Kisiis running these twitter streets
8810,0,Kales and kikuyus with inferior qualification are rewarded with big positions !it will STOP some day
8811,0,Kales are so real with their accents hakuna Ku fake Ednah becomes
8812,0,Kalenjins worship W.Ruto and all the roads in his constituency are impassable!!2kgs of sugar wont last 5 yrs wake the fuck up!!!
8813,0,Kalenjins with filters Ethiopians are just Kalenjins in exile.
8814,0,Kalenjins will not kill you but i promise Kalenjins will Circumcise you even in masses and for free
8815,0,Kalenjins will chase each other in the house after sex as part of the afterplay.
8816,0,Kalenjins Will Be Shocked!This is how Mt Kenya Mafia s are planning to support Gideon Moi
8817,0,Kalenjins where in Moi's government with no agenda today Ruto is DP they are supporting someone's agenda anyone ready to take leadership?
8818,0,KALENJINs told to ignore RUTO s call to kill URP JAP is a KIKUYU outfit
8819,0,KALENJINs told to ignore RUTO s call to kill URP - JAP is a KIKUYU outfit meant to enslave us
8820,0,KALENJINS told KIKUYUS they will KILL all of them and pack them in a gorogoro for MWAI KIBAKI to use ...
8821,0,KALENJINs threaten to kill KETER/ LAGAT politically for working with RAILA ODINGA
8822,0,Kalenjins supporting Ruto are Tribalists. Those following Kosgey to ODM r nationalists. *ok.i gerrit now*
8823,0,Kalenjins support Uhuru and think Ruto will be supported by Kikuyus in 2022 race.All of you are tissue papers.Ruto is waiting to b dumped.
8824,0,Kalenjins support Uhuru and think Ruto will be supported by Kikuyus . All of you are tissue papers.Ruto is waiting to b dumped.Ekuru Aukot
8825,0,Kalenjins should know that Kikuyus are Kenyans and that the Constitution grants them the right to live anywhere in Kenya.
8826,0,Kalenjins should be mad about this govt. We are fighting amongst ourselves and against our neighbours like never seen before.
8827,0,kalenjins should be in the streets by now but what has arap mashamba instilled fear to their mps now all is hush hush yet he you are fucked right at your door step NCPB
8828,0,Kalenjins run very fast coz they are always running away from civilisation
8829,0,KALENJINS regret supporting UHURU - say KIKUYUs are enriching themselves with tenders and businesses ...
8830,0,KALENJINs regret electing UHURU/ RUTO; they are the worst thing that ever happened -
8831,0,Kalenjins r refusing to testify against Uhuru but Kikuyus are lining to testify against Ruto...tafakari hayo.
8832,0,kalenjins ought to understand that Moi University is an institution and not a mere village
8833,0,KALENJINS or skuma? 'kales' are eaten on daily basis
8834,0,Kalenjins or rather kalejinga community are turned into voting robots.They longer have destiny
8835,0,Kalenjins on twitter don't understand why you are all whining. A marathon is coming & they'll start a TT like
8836,0,Kalenjins On Twitter are not aware of 'tweet' but tweet/dweet/dweed
8837,0,Kalenjins on twitter are by far the most creative peeps on twitter.
8838,0,Kalenjins on the social media are going to make it difficult for other communities to cheer for at the Olympics!!
8839,0,Kalenjins of Kenya believe that Palestine is their land of origin. Their Laws (etanutik) are similar with Mose's Law.
8840,0,Kalenjins ni Kubaya hawa Wakikuyu watawatenda mbaya: Following the article carried yesterday by Star newspaper...
8841,0,Kalenjins never live in town or cities unless they are chiefs or students. Kikuyus are everywhere even under the ocean.
8842,0,Kalenjins n Kikuyus follow their leaders blindly like sheep to the slaughterhouse. Encouraged tribal hate yani these ppl
8843,0,Kalenjins Mpo??? You guys are being led straight into a man-hole.
8844,0,Kalenjins massacred hundreds of Kikuyus in 2007...now they r strange bedfellows...
8845,0,Kalenjins make the best wives n very loyal af this others are just Guarana baggages
8846,0,Kalenjins like to joke that Nandi women are lazy! Tugen women are rude and the Marakwet women are violent.
8847,0,Kalenjins leaders are the only pple in kenya who are against the lifestyle Audit. Mr.president ur track record is known let the busybodies talk.They're forgetting that you're the only powerful Man in kenya the rest from Uliam are cvil servants. All thiefs belong to jail. Pongezi
8848,0,Kalenjins ladies/women are best known for being submissive to their husbands.
8849,0,Kalenjins kill humans as if they're sheep or goats. When you murder a human what do you benefit with Will you eat his or her meat? Ingrate. Keep your threats to yourself
8850,0,kalenjins keep on running that's why they always chase away success
8851,0,Kalenjins in Nakuru are used as rubber stamps by the Kikuyus. They have nothing to smile about in this jubilee government.
8852,0,Kalenjins have seen things from far. Only the dumb ones are still trapped in Uhuruto union.
8853,0,Kalenjins have MPs at the Boston marathon and senator who owns his own polo team. Sisi wakikuyu ni pombe na nyama choma tu. LOL
8854,0,Kalenjins have more votes than us & vote enmasse are comfortable holding no.2 in jubilee.No reason for nyenze to complain
8855,0,Kalenjins have develope thick skin and are used to people who always find a way to malign his names to dirty issues an anything won't change
8856,0,Kalenjins guyz vibes are down like Sonko's grades Murkomen uko chini
8857,0,Kalenjins girls are either very pretty or not pretty at all .. there are no in betweens -_-
8858,0,KALENJINs fear KIKUYUs may abandon RUTO in 2022 - Are they planning to boycott polls like RAILA
8859,0,Kalenjins especially Nandi are the only black sheep in this year's election I hope they'll see the importance of CANAAN come August
8860,0,Kalenjins dressed to kill in their best chagets
8861,0,Kalenjins don't have managerial positions in Kimathi Maseno UoN KU China etc. They are justified.
8862,0,Kalenjins don't have an in-between if you're beautiful you are really beautiful
8863,0,kalenjins don't get a bouncing baby boy/girl.theirs are a running baby boy/girl
8864,0,Kalenjins can really mix you up with TV series. You are not entirely sure if they're saying Power or talking about Bauer.
8865,0,Kalenjins can now be seen outside riftvalley... We are coming for you
8866,0,Kalenjins burnt Kikuyus in church in 2008...who incited them? Babu owino. (Stones were being thrown at anniversary tower way before babu)
8867,0,Kalenjins be like 'the 'p' has stung me' thats why they are nt interested when you tell them that you want to give them the p
8868,0,Kalenjins at some point had it too - That they were born to lead. Kalenjins since know their limitations while Kikuyus ' God complexes are getting entrenched.
8869,0,KALENJINs ask RUTO to join RAILA UHURU and KIKUYUS are stealing everything.
8870,0,KALENJINs ask RUTO to join RAILA - UHURU and KIKUYUS are stealing everything.
8871,0,Kalenjins are worst off their Mps obviously bribed are standing with the NCPB looters claiming they are farmers & middlemen who buy from small scale farmers. All the small scale farmers are crying their maize is wasting So which farmers did those looters buy from
8872,0,Kalenjins are with Kikuyus because they believe W. Ruto will be president in 2022. Without that the union will split.
8873,0,Kalenjins are wise people they vote leaders based on their Track Records. The fastest is the most voted.
8874,0,KALENJINS are very humble GIANTS. they TALK softly WALK slowly BUT CARRY A BIG STICK
8875,0,Kalenjins are very comic people nigga be dark as mbunde but amevaa leather jacket in that scorching sun...
8876,0,Kalenjins are using ICC case as a political bait to destroy others. It succeeded on RAO now it's being tried on Uhuru for 2017 polls.
8877,0,Kalenjins are URP sycophants while Ruto is clearly a TNA sycophant
8878,0,Kalenjins are Uhuru diehards why tell them that? They are in government hence they don't listen to losers even if it's good.
8879,0,Kalenjins are tribal AF!... There I said it. My tribes men are psychopaths
8880,0,Kalenjins are told RAO fixed Ruto and they believ... Luos are duped any Kajwang opponent is a Jubilee mole.and they vote him in
8881,0,Kalenjins are the reason why Raila isn't the President so Luos have every reason to hate us. Unfortunately even with your hate Kaleos bado tuko ong'er!
8882,0,Kalenjins are premitive kikuyus are thieves. How and where do we unite. Never!
8883,0,Kalenjinphobia ni fear ya wakale hawa mafala wanatuenjoy!!
8884,0,Kalenjin n Kikuyus have colonised Kenya's for over 55 years.
8885,0,KALENJIN leaders tell UHURU to expel LUOs from State House! They are RAILA s moles.
8886,0,Kalenjin are very stupid you think ruto will one day be president mtakubali sisi wakikuyu hatutaki ujinga
8887,0,Kakamega Busia and Vihiga. And Luo nyanza counties are all 90+ shida ni kamba land. If they will manage over 80 then Canaan is real
8888,0,Kajiado town is next.. hao wamaasai wanauza mashamba kama credo..the town looks like nyanza..shauri yao
8889,0,KABOOM! : tuheshimiane basi!!! darkskin ni io foreskin yako!! . pia mm sitaki kulower my standards nikitweef na kihii
8890,0,kabogo is gay how does he know all luos are uncircumcised?has he seen me?
8891,0,kabisa...remind them kenya is owned by kikuyus first then kalenjins..who cares abt the rest?
8892,0,Kabiria is bad very bad kikuyus in the name of mungiki terrorising other tribes. ?
8893,0,Hawa wazee wengine bana si atulie atafute babe mkali wakale nae pension Ibiza au Bahamas hii summer
8894,0,hawa watu wa Jehova witness sasa wamezidi...just saw them preaching to a group of wahindi at sleek kinyozi in westi
8895,0,Hawa watu wa huku Lamu wana mahaba wote au shida ni nini kwani?? na kila pahali doh!!
8896,0,Hawa watu huRT followtrains za wazungu kwa tl what is your problem?
8897,0,Hawa watu huomba s/o TF! Twitter si chama ya waluhya ndo mtume salamu
8898,0,hawa wasude pia warudi kwao .wanafanya kukodi nyumba iwe bei kali
8899,0,Hawa wasomali ndio wanafanya ManUnited inachapwa tu.... warudi kwao
8900,0,Hawa wasee wa kusema hawawezi oa dem hajui kupika ugali. Those are Luhyas misleading us with their private interests. ~
8901,0,hawa wasee wa gor wasijaribu vita.... hawa ni waluhya si wasee wa thika highway
8902,0,Hawa wasee huuza maji ya kunywa kwa mat.Target audience yao inafaa kuwa madame wakamba
8903,0,Hawa wapokot wanaiba ng'ombe halafu wanakula nyoka? Explain 25 mks.
8904,0,Hawa wapokot wameshinda hata KDF wangepelekwa Somalia wadeal na Alshabab
8905,0,Hawa wanawake wetu wakikuyu ni vichwa ngumu but mungu alitupea grace ya kuwaweza.
8906,0,hawa wanaume wakisii wanapenda kurudishiwa dowry
8907,0,Hawa wanacheza na sakaramenti ya waluya hiyo kuku maze wengine tunaskia kutafuta kisu hehe
